F1,F2,F3
2.7881,0.20511,-1.7248
1.9693,0.18616,-0.85637
1.7797,0.010963,-0.48741
2.6265,0.34645,-2.1535
5.0325,1.3767,-5.6143
2.641,0.16894,-2.2835
2.8279,0.19977,-2.2208
2.552,0.13227,-1.893
2.5475,0.0039208,-1.3884
3.0488,0.37054,-2.351
2.8115,0.36174,-2.4089
2.552,0.054624,-1.7903
3.5937,0.46761,-3.6704
3.8371,0.67102,-3.7625
2.2123,0.23001,-1.4126
4.2949,0.88934,-4.2403
1.8985,0.14253,-0.73136
5.5723,1.8323,-6.7597
3.9988,0.65214,-3.5285
1.8191,-0.041882,-0.76568
2.8264,0.29292,-2.5256
3.8591,0.67516,-3.521
3.1136,0.095966,-2.4844
3.0021,0.22923,-1.989
1.9747,0.026608,-1.0597
3.4848,0.55078,-2.8795
3.8653,0.63127,-3.7066
2.5073,0.27695,-1.6236
1.2748,-0.054406,-0.17075
2.9381,0.23498,-1.9105
2.9583,0.39145,-2.0949
3.9141,0.76755,-3.7996
5.3901,1.5784,-6.5153
1.2306,-0.073243,-0.011634
3.6906,0.51239,-3.0015
4.0838,0.77485,-4.1813
3.9968,0.79916,-3.6441
2.4509,0.073812,-2.0562
4.4427,0.86063,-4.2341
3.089,0.18566,-2.4153
1.2033,-0.00027983,-0.18953
2.2663,0.088871,-1.3265
3.7741,0.7104,-3.5142
3.0289,0.26086,-2.2374
3.7001,0.47879,-3.686
3.0461,0.36117,-2.3859
3.533,0.53583,-3.6254
4.4624,0.9004,-4.8826
2.0995,0.17386,-0.84485
3.5401,0.4051,-3.5531
3.886,0.47158,-4.006
1.3359,0.010944,-0.44318
3.1451,0.18415,-2.8085
1.3821,0.040318,0.19085
3.1985,0.25618,-3.0159
2.7148,0.15298,-2.003
2.8392,0.17205,-2.9169
1.7954,0.17907,-0.78018
4.3532,0.96962,-4.3002
4.1459,0.82698,-4.1006
0.35678,0.084055,1.1232
4.0515,0.60011,-4.024
1.6652,-0.030676,-0.44184
0.89123,-0.082427,1.0681
2.9898,0.27511,-2.0123
3.2891,0.36466,-2.4993
3.9988,0.49822,-4.3007
4.2733,0.67358,-5.1864
2.2745,0.12786,-1.5389
4.1047,0.73266,-4.053
2.437,0.14023,-1.4783
3.2171,0.27336,-3.1159
1.8872,0.0083841,-0.64092
3.4,0.31226,-2.9978
3.6422,0.45628,-3.4094
0.21622,-0.13118,1.9492
4.0362,0.6352,-3.7995
2.3939,0.20935,-1.6418
1.0249,0.016961,0.25506
2.1637,0.16735,-0.92144
3.0259,0.26371,-2.6623
3.3979,0.2908,-3.1835
4.2515,0.74706,-4.4302
3.5729,0.44695,-3.116
3.8045,0.48037,-3.4928
2.7447,0.30806,-2.0192
2.1845,0.22325,-1.5766
3.1966,0.34206,-2.8742
3.7045,0.66622,-3.755
3.7838,0.53672,-3.9155
4.0741,0.71286,-3.9952
2.5041,0.33021,-1.5056
1.4265,0.052928,-0.089016
2.864,0.039995,-2.3043
4.8714,1.1233,-5.1262
3.0156,0.3031,-2.9968
4.0403,0.51913,-4.0041
3.8323,0.43402,-3.475
3.038,0.34744,-2.4756
2.3721,0.089832,-1.1362
3.6921,0.55921,-3.797
2.4599,0.24288,-2.2925
3.1519,0.42957,-2.5832
2.7973,0.32439,-2.4001
3.1735,0.31769,-3.171
3.4503,0.42832,-3.4023
3.9916,0.56841,-4.4043
4.2118,0.73669,-4.272
2.9372,0.42158,-2.5505
5.0574,1.3374,-5.7176
3.4788,0.45192,-3.0089
2.1286,0.088294,-0.95793
2.0791,0.020853,-1.6445
3.1073,0.31317,-2.7511
2.6288,0.23994,-2.2088
2.1299,0.18823,-1.0639
4.2166,0.85514,-3.7435
3.5742,0.38484,-3.1174
3.1878,0.53357,-3.1119
3.4678,0.42542,-2.8637
2.064,-0.046411,-1.0731
1.6624,0.08795,-0.23618
3.8003,0.53398,-3.5457
2.7223,0.22764,-1.6232
3.9433,0.67442,-3.52
3.3385,0.46064,-3.019
3.0159,0.36412,-2.9176
2.7833,0.31369,-2.1467
3.4158,0.32563,-3.3267
3.2176,0.30264,-2.6762
3.2615,0.46382,-2.7171
1.7321,-0.16418,-0.60048
0.85324,0.076989,0.44146
3.2491,0.38069,-2.5016
3.9818,0.69556,-3.2161
1.6711,0.020466,-0.75809
4.2835,0.8541,-4.323
2.615,0.27772,-1.8944
4.915,1.3203,-5.3557
5.5697,1.8198,-6.1177
3.0396,0.27023,-2.5154
1.098,-0.024236,0.030139
4.1452,0.84742,-3.883
4.5065,1.0589,-4.6689
0.49835,0.020712,1.4635
4.116,0.73256,-3.9149
3.7839,0.33187,-3.6108
3.0816,0.28017,-2.8263
3.317,0.37197,-3.0448
4.477,0.92174,-4.5098
2.7822,0.15284,-2.7442
3.4275,0.51693,-2.9077
1.7626,0.018627,-0.9396
3.0693,0.33945,-2.3978
4.3693,0.85847,-4.6029
2.1144,0.12566,-0.7016
2.9917,0.28152,-2.971
2.804,0.38928,-2.1847
3.8494,0.73829,-3.4042
3.3605,0.27592,-3.1676
4.9723,1.1402,-5.6506
2.4091,0.17837,-1.7972
2.1182,-0.004863,-0.64138
4.107,0.75837,-3.6542
6.2349,2.4445,-7.4689
4.2476,0.73446,-4.572
4.5541,0.93336,-5.26
4.2011,0.61963,-4.3392
3.6895,0.4503,-3.7212
4.3761,0.78162,-4.5263
3.9327,0.69522,-4.0544
1.6558,0.0095389,-0.11891
2.6232,0.11879,-2.0193
3.8474,0.59091,-3.5841
2.5255,-0.012639,-1.5611
3.0868,0.431,-2.5417
4.0207,0.79552,-3.7842
3.0344,-0.081806,-2.6969
1.8192,0.038922,-1.2202
4.8752,1.1043,-4.8504
1.8252,0.16674,-1.0138
3.6448,0.43483,-3.1706
3.2182,0.30024,-3.0849
1.7845,0.15008,-0.58664
4.6578,0.94978,-4.9506
2.1416,0.04823,-1.489
1.8299,0.14001,-0.52362
2.7014,0.19879,-1.9226
2.3673,0.028195,-1.4964
2.144,0.074755,-1.4053
3.1289,0.46719,-2.7979
1.8905,0.13207,-0.63225
2.8188,0.44398,-2.0835
2.2147,0.06654,-1.5365
2.7961,0.25434,-2.2135
3.2525,0.35097,-3.1616
4.9777,1.1559,-5.4813
2.9313,0.1515,-2.3986
3.4187,0.46238,-2.7543
2.1806,-0.033032,-1.0338
4.3606,0.85613,-4.3337
2.7604,0.10475,-2.463
3.4456,0.44791,-3.3608
3.2169,0.21748,-2.7417
4.6512,0.96795,-5.0111
2.9766,0.24237,-3.1934
2.7204,0.24432,-1.438
3.0685,0.16758,-2.9011
3.6023,0.61682,-3.8837
3.9177,0.60311,-3.7359
3.0892,0.40943,-2.7803
2.2864,0.0033717,-1.6013
2.3299,0.20928,-0.97433
0.68335,-0.075586,1.0931
4.538,1.0891,-5.1136
3.4289,0.32733,-2.9896
4.8721,1.3302,-5.4353
2.1658,0.077823,-1.2384
4.5481,0.91314,-4.9769
4.0506,0.45179,-4.1551
2.5538,0.16179,-1.8661
2.5139,0.19502,-1.3991
3.8439,0.53835,-4.3919
4.3665,0.91577,-4.3991
2.1746,0.054622,-1.3347
1.3307,0.035846,-0.36306
2.3294,0.24101,-1.4276
3.3518,0.39531,-3.1138
4.3518,0.8435,-4.2807
4.0797,0.68694,-4.2988
2.9895,0.38028,-2.3242
2.5532,0.45381,-1.791
2.9512,0.030944,-2.6608
3.0742,0.26829,-2.5138
2.3418,0.16048,-1.5955
1.6565,0.14776,-0.50595
1.6516,0.22986,-0.47999
3.3945,0.42124,-3.1667
3.2468,0.34594,-2.9162
2.6487,0.029855,-1.9073
3.0537,0.34743,-2.7015
3.9786,0.43838,-3.894
4.1576,0.65323,-4.2736
5.118,1.2781,-6.147
2.3741,0.088439,-1.4222
3.6254,0.65896,-3.5286
2.8806,0.30606,-2.1627
2.992,0.27878,-2.2365
3.3727,0.38743,-3.0564
3.0888,0.22827,-2.2904
2.667,0.19596,-1.6663
2.1441,0.18222,-1.4708
2.294,0.2203,-1.5155
2.8819,0.10624,-2.5493
2.6989,0.31115,-2.2035
2.0616,0.035855,-0.82463
3.5799,0.30732,-3.8576
2.6073,0.1681,-2.7058
1.7024,0.057942,-0.45192
2.5457,0.25292,-1.9894
2.1663,0.093256,-1.4876
1.8486,0.20572,-1.2531
2.9729,0.038469,-2.1271
1.6629,0.10959,-0.26597
1.0241,0.018287,0.49418
2.8821,0.14558,-2.8741
2.6227,-0.017467,-2.2371
2.5937,0.10426,-1.9343
2.2656,0.17796,-1.6705
3.1064,0.17541,-3.3386
4.1293,0.67335,-4.1402
3.8155,0.46594,-3.7831
2.685,0.14126,-2.2046
2.5506,0.16464,-1.4214
4.0569,0.50707,-3.2516
3.2488,0.52453,-3.0964
5.4163,1.5818,-6.2974
2.563,0.25605,-2.4446
3.2228,0.37019,-2.0654
3.9313,0.72642,-4.2002
5.143,1.2941,-6.1402
3.3757,0.43841,-3.3186
3.1214,0.23936,-2.6313
2.9152,0.26205,-2.0415
0.87268,-0.035146,0.70668
2.2056,0.018136,-1.4674
0.45997,0.011225,0.94477
4.0927,0.59141,-4.157
4.0308,0.61173,-3.9658
2.976,0.3052,-2.4018
3.0301,0.3633,-2.4643
4.8839,1.3676,-5.1077
4.7302,1.0285,-4.6507
2.3996,0.16772,-0.95774
2.0734,-0.10413,-1.4533
3.2038,0.26557,-3.0562
4.6787,1.0945,-4.9263
3.2651,0.33336,-2.9546
3.9427,0.53505,-4.2257
3.8467,0.61121,-3.6937
4.0862,0.83232,-3.6753
3.3455,0.30958,-2.5986
2.2701,0.12849,-2.0003
2.9495,0.15631,-2.2781
0.93262,0.13874,0.45517
1.6321,0.094168,-0.47409
4.443,1.0828,-4.6785
1.3468,-0.010696,-0.32668
3.5123,0.40476,-3.2061
3.113,0.28268,-2.3068
3.6649,0.55507,-2.8101
2.6508,0.2808,-2.3007
1.344,-0.17262,0.04001
3.8774,0.52053,-4.2343
3.1147,0.35866,-2.2311
4.349,0.79845,-4.8703
3.4815,0.37217,-2.9273
3.313,0.24378,-3.0965
3.2502,0.46875,-2.6043
2.8682,0.23019,-2.3952
3.1905,0.21758,-2.6378
4.0222,0.73532,-4.0334
2.0687,0.13642,-1.0986
2.6493,0.03906,-2.1637
2.6103,0.24983,-1.6778
2.5109,0.34429,-1.6609
2.8604,0.25119,-2.7504
2.8257,0.35329,-2.5072
1.864,0.07222,-0.89446
4.5538,1.1369,-5.3815
4.4054,0.57191,-4.4855
2.9104,0.25053,-2.1299
2.658,0.14946,-1.871
1.0639,0.30288,0.19148
4.4539,0.93022,-4.6939
3.6401,0.54767,-3.594
3.3031,0.35943,-2.6106
4.3446,0.79935,-4.8316
4.0236,0.78276,-4.3801
1.6431,0.0090764,-0.42197
1.6478,0.13293,-0.135
1.4479,0.086538,-0.34437
2.2095,0.13856,-1.453
4.1812,0.6834,-4.3718
3.575,0.46686,-3.3875
2.3573,0.031303,-1.4294
3.213,0.39969,-3.0074
2.8205,0.19065,-2.6458
2.9539,0.21259,-2.0739
2.8251,0.28401,-1.9919
2.1201,0.15494,-1.9312
1.6607,-0.053889,-0.76277
2.9107,0.11062,-2.018
1.5665,-0.13443,-0.39053
3.7932,0.45566,-3.6432
1.8407,0.17177,-0.90371
2.3516,0.083171,-1.6935
4.381,1.0392,-4.4652
0.66617,0.03275,1.2943
3.9312,0.70874,-3.7763
3.4745,0.5063,-3.6996
3.5458,0.31551,-2.9095
4.1,0.78139,-4.9911
2.7811,0.11052,-1.6736
3.1055,0.34322,-2.9469
2.2893,0.18862,-1.6482
3.3577,0.648,-2.9013
1.4332,-0.0080846,-0.30254
3.5918,0.4592,-3.6217
2.2925,0.11824,-0.94949
3.4282,0.42432,-3.3836
2.7051,0.31755,-2.2487
3.5207,0.43121,-3.2406
3.6013,0.5135,-2.9974
2.4947,0.17606,-2.2811
2.5032,0.102,-1.2899
0.72216,-0.041639,1.2695
1.3111,-0.073099,0.19381
2.6744,0.097055,-2.1225
3.0621,0.23352,-2.8325
3.3132,0.31772,-3.2255
3.5864,0.52372,-3.2479
2.3229,0.032823,-1.1389
3.0569,0.21653,-2.8781
4.1496,0.55471,-4.094
2.5641,0.24339,-1.8034
2.4498,0.13577,-1.2786
3.5983,0.46001,-3.2289
3.0879,0.51145,-3.104
1.3516,0.08413,0.20167
3.524,0.35217,-3.3486
1.8173,-0.076567,-0.94416
1.3232,0.12689,0.12912
0.26183,-0.11676,0.96042
1.93,0.033686,-1.1169
2.7489,0.18228,-2.174
2.2058,0.078029,-1.2716
3.0157,0.415,-2.6089
2.1706,0.17205,-1.0529
0.51091,-0.063305,1.2428
2.8332,0.27087,-1.9155
3.1547,0.27273,-2.6579
4.2032,0.83516,-4.2834
5.2475,1.4776,-5.4869
2.0331,-0.10455,-0.61489
1.1871,-0.011037,0.58655
2.1666,0.24657,-0.91286
1.5804,-0.038028,-0.18227
4.3433,0.89381,-4.5471
1.9092,-0.066772,-1.0389
3.0581,0.10648,-2.4564
3.3787,0.30834,-3.3256
4.3052,0.81457,-4.5388
1.3458,0.030098,0.37556
4.1656,0.77323,-4.233
1.5117,0.025146,-0.83821
4.2384,0.78816,-4.8505
3.4302,0.41686,-2.8354
2.9792,0.30817,-2.1389
2.3701,0.1377,-1.003
1.8227,-0.078691,-0.51383
1.7201,0.17509,-0.71052
5.0216,1.3616,-5.9402
2.7893,0.17143,-1.734
0.80838,-0.26534,0.76113
2.4987,0.22498,-1.7669
4.1262,0.72058,-4.2362
1.6225,0.17974,-0.014672
3.599,0.45492,-3.8257
3.0515,0.22509,-2.2715
4.1799,0.6724,-4.287
4.4082,0.99458,-4.8794
2.3065,0.20385,-1.7091
3.9434,0.50835,-4.0434
2.9767,0.21397,-2.6848
4.3807,0.76125,-5.047
5.1103,1.2738,-5.7603
2.8967,0.38783,-2.3939
2.5024,0.19594,-1.8439
2.575,0.18216,-1.8371
1.9585,0.24764,-1.286
4.6853,0.93498,-4.9825
3.2507,0.41714,-3.1868
2.4059,0.19801,-1.2406
2.5927,0.35541,-1.4864
4.6027,1.0843,-4.5324
2.9572,0.24922,-2.3151
2.2166,0.024099,-1.0366
2.1245,0.053727,-0.67436
2.5172,0.17498,-1.3019
4.0549,0.63541,-4.2433
4.6313,0.89368,-4.7119
3.5035,0.31308,-2.8192
0.84001,-0.021511,0.74922
2.7988,0.1921,-2.4236
3.4868,0.58953,-2.7112
3.6688,0.60172,-3.452
3.7425,0.48275,-3.7996
4.2992,0.96951,-4.6226
1.638,0.018759,-0.9715
2.9218,0.338,-2.0367
2.8471,0.1548,-2.6524
2.1875,0.32109,-0.91197
1.46,-0.1767,0.18194
3.8881,0.45186,-3.6933
2.3033,0.18248,-1.041
2.3955,0.17889,-1.9689
2.0418,0.05652,-0.86659
0.97207,0.17191,0.30734
2.5128,0.34481,-2.1656
3.7044,0.45424,-3.8401
3.4282,0.4266,-3.011
2.7825,0.18582,-1.8668
1.4545,-0.029179,-0.073413
5.0969,1.2067,-5.8249
3.9833,0.65866,-4.2047
2.2841,0.10409,-1.0681
2.2743,0.24046,-1.2921
3.5033,0.35386,-3.2133
3.4588,0.44106,-3.2178
4.7984,1.0011,-5.5268
1.1832,-0.063763,0.10395
2.1243,0.13351,-0.89682
4.5987,1.1279,-4.9844
3.5463,0.4196,-2.7585
3.0043,0.33003,-2.3784
3.2545,0.46468,-2.8776
2.2097,0.2127,-1.5007
2.91,0.10622,-2.323
3.7164,0.26572,-3.4585
3.8597,0.70038,-3.4379
4.1054,0.76535,-3.928
3.3162,0.36788,-2.8602
4.4035,0.99326,-5.0785
2.5736,0.27565,-1.6074
2.7039,0.1736,-2.1206
2.8996,0.26081,-2.328
3.7122,0.47621,-3.7905
1.1436,-0.095672,0.14109
3.0508,0.37564,-2.8187
2.7662,0.2452,-2.136
3.6732,0.38571,-3.7641
3.7728,0.46434,-3.9454
2.6845,0.09841,-2.0157
2.8549,0.14467,-1.8686
2.5298,0.10652,-1.9434
2.3627,0.14101,-1.6926
2.6745,0.22226,-1.5561
3.731,0.51321,-3.9629
4.8767,1.2194,-5.7079
2.2655,0.20785,-1.3567
5.0571,1.367,-5.2115
3.086,0.098448,-2.6178
3.2036,0.42777,-2.3323
3.3081,0.31693,-3.4059
2.0124,0.046387,-0.4222
3.5561,0.45195,-3.4507
1.5399,-0.019551,0.02313
2.1613,0.16732,-1.1931
2.9978,0.15706,-2.442
2.6266,0.33675,-1.8618
3.1734,0.25881,-2.356
4.2533,0.8255,-3.9219
3.5384,0.48779,-3.1969
2.7002,0.14231,-2.0569
2.2113,0.19348,-1.5769
3.1955,0.34768,-2.8409
4.9312,1.3899,-5.2899
3.6573,0.53177,-3.5118
3.0468,0.32957,-3.0826
3.7519,0.41559,-3.8079
2.4115,0.16138,-1.9327
3.7817,0.69219,-3.6624
2.7767,0.31725,-1.9555
4.2927,0.73131,-4.0921
4.1427,0.73921,-4.6106
3.1857,0.26522,-2.9234
3.6982,0.46896,-3.7167
3.5439,0.58931,-3.3194
4.4875,0.77916,-4.881
4.1956,0.80828,-4.4416
2.5904,0.1401,-1.6355
3.2971,0.14771,-2.9203
3.2963,0.42709,-1.9877
1.4861,0.06932,-0.3842
3.6079,0.46283,-3.3247
3.3704,0.34442,-2.7505
3.92,0.48716,-4.2237
3.4723,0.41596,-3.5504
2.7214,0.0076425,-2.1938
2.4414,0.38468,-2.0309
4.8583,1.1013,-5.2996
2.4338,0.11234,-1.373
1.9279,-0.0048394,-1.2685
3.3548,0.39895,-3.6845
3.3042,0.50134,-3.024
2.6327,0.20348,-1.7577
4.0085,0.64719,-3.8485
3.7579,0.50776,-4.1787
3.5596,0.5633,-3.359
2.5041,0.23286,-1.4118
1.1039,-0.013823,0.69358
3.2946,0.23434,-2.7772
1.8765,0.021837,-0.50369
4.6629,1.2397,-5.0065
3.0655,0.47928,-2.3746
0.99481,-0.086113,0.44037
2.306,0.12276,-1.7655
2.4975,-0.0012807,-1.6172
1.2943,-0.088582,0.12693
0.27245,0.057547,1.5758
3.9881,0.54659,-3.6355
2.7493,0.18174,-2.3475
3.7501,0.49228,-3.5531
3.2655,0.086522,-3.0315
4.597,1.0435,-5.5155
2.4764,0.039421,-1.7429
3.8449,0.56672,-3.3936
2.5913,0.15326,-1.644
2.5902,0.17128,-1.9037
2.6666,0.30921,-2.0943
3.4432,0.32286,-3.8502
4.1854,0.72952,-4.5146
3.0752,0.069886,-2.615
3.5417,0.23842,-3.1272
3.4464,0.40525,-3.1267
3.006,0.36666,-2.584
1.8756,-0.025433,-0.42746
2.6906,0.12256,-1.9774
3.4138,0.62466,-3.793
3.3383,0.42958,-3.64
2.491,0.18953,-1.9161
4.0425,0.53038,-4.3549
2.0322,0.17288,-1.6211
2.5034,0.025428,-1.2536
3.5184,0.40591,-3.4975
1.4538,0.060171,-0.21486
2.2734,-0.04319,-1.8857
2.8789,0.22708,-1.934
1.5749,-0.10122,-0.97031
3.9413,0.53765,-3.933
1.8106,0.046623,-0.99348
3.0056,0.1691,-2.345
2.2579,-0.053703,-1.1018
3.0875,0.23812,-2.9007
3.0665,0.31468,-2.4451
4.7565,1.0997,-4.9631
3.8747,0.6336,-3.3928
3.0662,0.31471,-2.6276
4.3433,0.78603,-4.98
1.7173,0.31359,-0.72997
3.0846,0.29957,-2.695
3.0594,0.33281,-2.6206
4.4018,1.0602,-3.887
2.6042,0.35584,-1.7778
2.8313,0.33506,-2.3969
1.6679,0.17843,0.11295
1.9624,-0.24977,-0.84766
3.1303,0.36129,-2.3818
2.3466,0.29707,-1.6686
5.7682,1.7693,-6.7339
3.5527,0.51318,-3.2838
1.5867,0.11647,-0.029021
3.1741,0.3009,-2.2166
2.0276,0.04662,-1.107
2.2466,0.074876,-1.6025
1.7123,0.10853,-0.37634
2.7566,0.29461,-1.7404
2.9135,0.28328,-2.1008
4.366,0.75296,-4.9703
3.7047,0.51285,-3.7449
2.7828,0.13569,-2.0372
3.3928,0.29209,-3.1046
2.7041,0.28313,-1.9842
3.4728,0.65525,-3.4828
3.8846,0.5055,-3.4218
1.4466,0.081029,-0.45296
2.5101,0.21533,-2.0588
4.4962,0.97568,-5.0318
1.7039,0.038749,-0.57069
3.7907,0.32842,-3.8858
2.1475,0.075388,-1.5923
3.8775,0.35919,-3.4984
2.1013,0.13009,-1.4672
2.6034,-0.036238,-2.413
1.2799,0.0064955,-0.15875
2.0911,0.19676,-1.1998
5.08,1.4112,-5.6577
3.179,0.347,-2.9103
3.5748,0.50344,-2.9958
2.8472,0.12578,-2.1919
0.69431,-0.05727,0.86847
2.4696,0.29203,-1.6756
2.6897,0.12182,-2.4975
2.0685,0.022055,-0.92265
2.5256,-0.053002,-1.6195
4.2993,0.7903,-4.6154
5.0083,1.3482,-5.4901
2.2202,0.097031,-2.062
2.4183,0.17548,-1.5824
3.3042,0.29647,-2.9801
3.1103,0.29907,-2.5822
4.365,0.80054,-4.805
2.985,0.14687,-2.402
2.1892,0.2024,-1.3541
2.9416,0.16063,-2.7711
1.494,0.17209,-0.27042
0.96216,0.037932,0.50865
2.1007,0.14688,-1.2136
4.844,1.1265,-5.5035
1.6876,0.1386,-0.94787
3.2576,0.34353,-2.8064
4.2084,0.62002,-3.9468
2.0924,0.089015,-0.76637
1.9979,0.036764,-1.2986
2.5924,0.20437,-1.4153
3.1531,0.27361,-2.8161
4.5188,0.85993,-4.732
3.0623,0.28634,-2.4708
1.3907,0.017883,-0.20273
2.5639,0.071734,-1.7571
2.6512,0.31164,-2.1087
3.4087,0.44206,-2.5973
2.1105,0.14436,-1.6733
2.6973,0.14646,-1.9963
3.9131,0.51342,-3.5654
4.1035,0.67243,-3.5731
3.1147,0.39361,-2.4254
3.8405,0.46285,-4.0528
3.6752,0.50039,-3.2474
2.4382,0.23704,-1.9608
3.431,0.39544,-2.9872
4.8066,1.2837,-5.3513
3.1219,0.27279,-2.36
2.841,0.33401,-2.078
3.0681,0.33351,-2.1536
3.7456,0.55701,-3.4109
3.4319,0.45266,-2.5546
5.8866,1.9733,-6.6525
2.819,0.24016,-2.5048
3.2162,0.51562,-2.4492
2.6232,0.30251,-1.547
2.5373,0.40892,-1.5112
3.191,0.38015,-2.9588
3.9647,0.5237,-4.2489
3.1314,0.44306,-2.9911
1.6294,0.047131,-0.32427
3.5854,0.30202,-3.2363
0.95383,0.15617,0.70673
4.0466,0.85227,-4.2452
2.7168,0.28898,-2.2401
5.0355,1.3703,-6.014
3.909,0.75409,-3.8067
2.0169,-0.033892,-1.599
3.1542,0.3991,-2.9644
3.3464,0.34258,-3.4387
2.8697,0.25311,-2.3166
4.1195,0.68946,-4.0196
3.0031,0.33541,-2.5254
4.2137,0.76407,-4.0962
1.8855,0.17002,-0.4653
3.2824,0.28485,-3.5994
1.5456,0.034768,0.0016006
0.69591,-0.078784,0.57218
1.5366,-0.0042769,0.06136
4.1974,0.76417,-4.2328
3.7061,0.49029,-3.7283
2.6424,0.16263,-1.845
2.5275,0.113,-1.5574
4.3649,0.95669,-4.7707
4.2892,0.7047,-4.2151
3.2919,0.15051,-2.9697
3.2722,0.18488,-2.9889
0.35755,0.0095006,0.99723
3.8673,0.6559,-3.8663
3.0305,0.1565,-2.789
3.8184,0.49375,-3.9555
1.4548,0.13422,0.073226
2.4937,0.04929,-2.1762
2.7723,0.30198,-1.7372
3.2157,0.30507,-2.5525
2.057,0.007563,-1.5407
0.82712,0.0052518,0.91537
4.1875,0.81387,-4.3313
3.2751,0.42153,-3.1272
3.3727,0.54144,-3.4169
3.3315,0.63582,-3.4448
1.8485,0.076751,0.035502
0.0092005,-0.024336,2.7478
3.6126,0.39923,-3.7226
1.8523,0.034152,-1.3992
1.6354,-0.082523,-0.22031
3.2896,0.3801,-3.1933
3.5496,0.53143,-3.4182
2.584,0.060717,-2.1326
2.2925,0.032978,-1.6426
3.2609,0.19661,-3.05
2.8744,0.093454,-2.3741
3.4559,0.37859,-2.6923
4.4689,0.8122,-4.7552
4.1969,0.63722,-4.3493
2.277,0.015347,-1.4558
1.9949,0.12155,-0.88073
3.5131,0.21856,-3.713
3.7621,0.45205,-3.7537
3.1618,0.31412,-2.5811
3.0369,0.33472,-2.2948
1.7083,0.16497,-0.5539
2.2426,0.1842,-1.3385
3.0035,0.31246,-2.5403
2.1335,0.12613,-1.3303
3.7506,0.4281,-3.2198
2.4278,0.1614,-1.1114
2.5029,0.11159,-1.7942
3.8724,0.60707,-4.2051
2.8141,0.15907,-2.1178
2.7443,0.077291,-2.3964
2.4508,0.17561,-1.6999
3.295,0.27466,-3.2103
1.6439,0.023729,-0.37175
3.1565,0.30519,-2.6731
4.042,0.66195,-4.0967
2.4234,0.11159,-1.5592
2.8954,0.27035,-2.0644
2.7238,0.21666,-1.666
4.6563,1.0145,-5.265
1.4922,-0.0067281,-0.3931
2.2043,0.0031821,-1.1053
3.0087,0.47808,-2.7985
3.6838,0.40298,-3.6467
3.2687,0.32148,-3.4432
2.3906,0.22905,-2.1513
3.8914,0.60217,-3.6292
5.1723,1.3746,-6.0631
3.2287,0.39022,-2.5659
3.2778,0.38235,-3.0114
2.9868,0.20373,-2.3376
2.6365,0.40159,-1.8211
3.8059,0.40825,-4.184
3.2881,0.56169,-2.7157
3.4667,0.36407,-3.3832
4.7162,1.0647,-5.0484
3.4844,0.50332,-3.611
1.8195,0.10438,-1.257
3.3974,0.40077,-3.1301
1.6433,0.065502,-0.39921
1.4567,0.0075633,-0.2119
2.9927,0.21742,-2.4284
3.2698,0.23634,-2.804
4.086,0.49793,-4.1297
1.4529,0.020227,-0.20749
3.2291,0.23732,-2.5448
2.7819,0.20325,-2.3982
2.2713,0.29586,-1.015
3.3182,0.51133,-2.474
4.5609,0.8642,-4.8486
1.9055,0.13077,-0.60277
3.7507,0.43255,-3.1712
3.5414,0.56253,-3.3084
3.1203,0.40784,-2.8091
5.3504,1.5468,-5.9114
4.2546,0.70743,-4.2362
1.993,0.13757,-0.98187
3.1339,0.43023,-2.2983
2.7631,0.27595,-2.0916
2.5392,0.10596,-2.3181
2.3522,-0.0056406,-1.4064
2.8828,0.3236,-1.9885
0.99168,-0.20933,0.81303
4.1759,0.86186,-3.9451
2.4771,0.042283,-1.1859
3.503,0.50361,-3.176
3.0871,0.13787,-2.2791
4.0367,0.68634,-3.5159
4.4092,0.62113,-4.5511
3.7389,0.62071,-3.7628
1.9184,0.10596,-0.5838
3.3034,0.28486,-3.342
3.8582,0.59339,-3.7017
3.589,0.33324,-3.4515
2.9933,0.30111,-2.2079
2.7589,0.35089,-2.3545
2.5336,0.33587,-1.9805
2.1336,0.043671,-1.6738
3.0726,0.3073,-2.7179
1.5033,0.19067,-0.17648
3.9972,0.66925,-3.8001
2.4249,0.056919,-1.6874
2.5048,0.22721,-1.8267
3.1461,0.26521,-2.4227
3.7339,0.45391,-3.815
1.9164,0.1865,-1.1384
2.7627,0.31986,-2.683
1.9644,0.054362,-0.91019
2.9028,0.25074,-2.2941
3.1598,0.25785,-3.1124
2.0956,0.11458,-0.72576
3.8882,0.56838,-3.5136
2.8089,0.19761,-2.0554
2.9302,0.29799,-2.5266
2.2746,0.13281,-1.3819
1.3299,-0.046313,0.41406
3.7173,0.55092,-3.6199
3.215,0.21924,-3.031
3.9586,0.49292,-4.25
2.5435,0.24597,-2.3983
2.4177,0.18195,-1.6435
4.0183,0.60954,-3.9958
1.9986,0.2754,-1.0416
3.2294,0.38798,-2.669
2.1213,0.083857,-1.0502
2.6234,0.090466,-2.1341
2.8756,0.25155,-2.1029
3.8779,0.54778,-3.4408
2.6917,0.26772,-1.8254
2.0374,0.027396,-0.72529
3.6553,0.59461,-3.4096
2.9957,0.23295,-2.3822
4.2972,0.79624,-4.6869
3.1855,0.25204,-3.2403
1.2713,0.0057278,0.43999
3.3584,0.41475,-2.6897
3.8285,0.53865,-3.8721
